id	antibody	tf_uniprot_id	tf_uniprot_ac	protein_names	gene_names	species	cell_title	treatment	experiment_type	GEO_GSE	GEO_GSM	ENCODE	PUBMED	control_antibody	control_GEO_GSE	control_GEO_GSM	control_ENCODE	FRiP_GEM	FRiP_MACS	FRiP_PICS	FRiP_SISSRS	estFragLen	NSC	RSC	NRF	PBC1	PBC2
EXP037517	"MLL1 (Bethyl, A300-086A)"	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	ML-2 cell line derived from HL60 M4 cell line (adult acute myeloid leukemia)	None	normal	GSE83671	GSM2212251	None	28076791	None	GSE83671	GSM2212252	None	0	6.00E-05	0	0	515	1.200739	22.71533	0.945055	0.945874	18.399309
EXP037505	"anti-MLL1 (MO453, provide by James Hsieh lab)"	P55200	KMT2A_MOUSE	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	Kmt2a All1 Hrx Mll Mll1	Mus musculus	bone marrow derived immortalised LSK cells	None	normal	GSE83221	GSM2196471	None	27889185	None	GSE83221	GSM2196472	None	0	3.02E-06	4.48E-06	0	3414	1.009887	0.4388351	0.934303	0.955077	22.258329
EXP037499	TEAD4 Aviva	Q62296	TEAD4_MOUSE	Transcriptional enhancer factor TEF-3 (ETF-related factor 2) (ETFR-2) (TEA domain family member 4) (TEAD-4) (TEF-1-related factor 1) (TEF-1-related factor FR-19) (RTEF-1)	Tead4 Tcf13r1 Tef3 Tefr1	Mus musculus	C2C12 myotubes	None	normal	GSE82190	GSM2186203	None	28178271	None	GSE82190	GSM2186199	None	0	0	0	3.27E-05	4116	1.085749	3.777925	0.624624	0.593806	2.119868
EXP037501	TEAD1 BD Biosciences	P30051	TEAD1_MOUSE	Transcriptional enhancer factor TEF-1 (NTEF-1) (Protein GT-IIC) (TEA domain family member 1) (TEAD-1) (Transcription factor 13) (TCF-13)	Tead1 Tcf13 Tef-1 Tef1	Mus musculus	C2C12 myotubes	None	normal	GSE82190	GSM2186207	None	28178271	None	GSE82190	GSM2186199	None	0	1.41E-05	0	6.86E-05	3918	1.040785	2.384499	0.774746	0.775193	4.139256
EXP037498	TEAD4 Aviva	Q62296	TEAD4_MOUSE	Transcriptional enhancer factor TEF-3 (ETF-related factor 2) (ETFR-2) (TEA domain family member 4) (TEAD-4) (TEF-1-related factor 1) (TEF-1-related factor FR-19) (RTEF-1)	Tead4 Tcf13r1 Tef3 Tefr1	Mus musculus	C2C12 (myoblasts)	None	normal	GSE82190	GSM2186201	None	28178271	None	GSE82190	GSM2186196	None	0.001254404	0.000172849	0.467021321	0.003259799	4283	1.023693	1.356056	0.899533	0.916728	11.792893
EXP037500	TEAD1 BD Biosciences	P30051	TEAD1_MOUSE	Transcriptional enhancer factor TEF-1 (NTEF-1) (Protein GT-IIC) (TEA domain family member 1) (TEAD-1) (Transcription factor 13) (TCF-13)	Tead1 Tcf13 Tef-1 Tef1	Mus musculus	C2C12 (myoblasts)	None	normal	GSE82190	GSM2186205	None	28178271	None	GSE82190	GSM2186196	None	0.00036145	2.02E-05	0.440662975	0.001956472	4021	1.033012	1.886601	0.802	0.806655	4.872162
EXP037485	"anti-FoxA1, Abcam, ab5089"	P35582	FOXA1_MOUSE	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1)	Foxa1 Hnf3a Tcf-3a Tcf3a	Mus musculus	F9 (embryonal carcinoma)	treated 48 hrs with RA	normal	GSE82314	GSM2188906	None	None	None	GSE82314	GSM2188918	None	0.007899037	0.018385549	0.003253731	0.009331518	3404	1.03855	1.372334	0.984796	0.992013	130.61695
EXP037491	"anti-Meis1, Abcam, ab19867"	Q60954	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus	F9 (embryonal carcinoma)	treated 48 hrs with RA	normal	GSE82314	GSM2188924	None	None	None	GSE82314	GSM2188918	None	0.017742206	0.046737607	0.027023616	0.018194988	2967	1.057837	1.213506	0.981404	0.992189	135.300541
EXP037492	"anti-Pbx1, Abnova, H00005087-M01"	P41778	PBX1_MOUSE	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1)	Pbx1 Pbx-1	Mus musculus	F9 (embryonal carcinoma)	treated 48 hrs with RA	normal	GSE82314	GSM2188925	None	None	None	GSE82314	GSM2188918	None	0.002323577	0.004944054	0.000318098	0.003620664	1936	1.102326	0.398272	0.563543	0.557251	2.086774
EXP037490	"anti-Meis1, Abcam, ab19867"	Q60954	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus	F9 (embryonal carcinoma)	treated 24 hrs with RA	normal	GSE82314	GSM2188923	None	None	None	GSE82314	GSM2188917	None	0.009747433	0.032573446	0.027139472	0.014067719	2461	1.037434	0.9963487	0.981257	0.99268	144.508138
EXP037489	"anti-Meis1, Abcam, ab19867"	Q60954	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus	F9 (embryonal carcinoma)	treated 18 hrs with RA	normal	GSE82314	GSM2188922	None	None	None	GSE82314	GSM2188916	None	0.002385686	0.003084056	3.03E-05	0.006105065	2655	1.018854	0.6670523	0.98146	0.993247	156.564333
EXP037488	"anti-Meis1, Abcam, ab19867"	Q60954	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus	F9 (embryonal carcinoma)	treated 12 hrs with RA	normal	GSE82314	GSM2188921	None	None	None	GSE82314	GSM2188915	None	0.000893409	0.00091703	1.31E-05	0.004795558	2623	1.017617	0.5149496	0.98211	0.994002	179.484783
EXP037487	"anti-Meis1, Abcam, ab19867"	Q60954	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus	F9 (embryonal carcinoma)	treated 6 hrs with RA	normal	GSE82314	GSM2188920	None	None	None	GSE82314	GSM2188914	None	3.60E-05	0.000379487	0.000303036	0.000971493	2510	1.014092	0.5430718	0.9825	0.993829	172.569495
EXP037484	"anti-FoxA1, Abcam, ab5089"	P35582	FOXA1_MOUSE	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1)	Foxa1 Hnf3a Tcf-3a Tcf3a	Mus musculus	F9 (embryonal carcinoma)	None	normal	GSE82314	GSM2188905	None	None	None	GSE82314	GSM2188913	None	1.76E-05	4.46E-05	0.000316596	0.000627475	2496	1.013347	0.5977063	0.984988	0.992832	145.899611
EXP037486	"anti-Meis1, Abcam, ab19867"	Q60954	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus	F9 (embryonal carcinoma)	None	normal	GSE82314	GSM2188919	None	None	None	GSE82314	GSM2188913	None	4.55E-05	9.57E-05	1.17E-05	0.000951664	2481	1.015191	0.5766656	0.982111	0.993365	159.780677
EXP037463	CBF?	P23708	NFYA_MOUSE	Nuclear transcription factor Y subunit alpha (CAAT box DNA-binding protein subunit A) (Nuclear transcription factor Y subunit A) (NF-YA)	Nfya	Mus musculus	naive CD8+ T-cells	None	normal	GSE81887	GSM2471915	None	28604718	None	GSE81887	GSM2177016	None	4.01E-06	9.76E-06	0	0	2397	1.013641	0.9326454	0.580494	0.575923	2.299946
EXP037465	CBF?	P23708	NFYA_MOUSE	Nuclear transcription factor Y subunit alpha (CAAT box DNA-binding protein subunit A) (Nuclear transcription factor Y subunit A) (NF-YA)	Nfya	Mus musculus	CD8+ T-cells	None	normal	GSE81887	GSM2471917	None	28604718	None	GSE81887	GSM2177016	None	4.49E-06	1.44E-05	0.000827596	4.05E-06	2887	1.022894	0.6599721	0.957124	0.981135	54.486207
EXP037459	CTCF (Millipore 07-729)	P49711	CTCF_HUMAN	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	CTCF	Homo sapiens	COLO-829 (melanoma)	None	normal	GSE81945	GSM2178295; GSM2178296	None	27974201	rabbit IgG (Sigma I5006)	GSE81945	GSM2178297	None	0.152165456	0.237730365	0.039251972	0.001012992	3707	1.887984	2.385323	0.679598	0.710312	3.733244
EXP037443	Santa Cruz Biotechnologies ER? (HC-20) sc-543	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	ICI	normal	GSE81510	GSM2154984	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.012647888	0.035807812	0.032702707	0.027800117	698	1.381746	1.451069	0.936495	0.981068	97.371768
EXP037444	Santa Cruz Biotechnologies ER? (HC-20) sc-543	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"ICI, DEX"	normal	GSE81510	GSM2154985	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.044443246	0.090317762	0	0.065209882	1022	2.207365	1.47423	0.965417	0.969858	34.861226
EXP037445	Santa Cruz Biotechnologies ER? (HC-20) sc-543	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	E2	normal	GSE81510	GSM2154986	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.100721981	0.158884599	0.14536547	0.123845397	1334	5.121021	1.537603	0.940372	0.967842	40.700404
EXP037446	Santa Cruz Biotechnologies ER? (HC-20) sc-543	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"E2, DEX"	normal	GSE81510	GSM2154987	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.113024626	0.189089883	0.168850872	0.152275995	862	6.646065	4507-01-01 0:00	0.931764	0.968188	48.902005
EXP037447	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	ICI	normal	GSE81510	GSM2154988	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	8.17E-06	0.003006158	3.03E-06	2.40E-05	5616	1.009371	0.4624108	0.949714	0.950264	20.014932
EXP037448	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"ICI, DEX"	normal	GSE81510	GSM2154989	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.068887794	0	0	0.075524737	2141	1.47156	1.469722	0.944368	0.948382	20.13582
EXP037449	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	E2	normal	GSE81510	GSM2154990	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	7.20E-05	0.004000832	0	0.000317301	3905	1.016451	0.6866666	0.908087	0.906824	10.516134
EXP037450	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"E2, DEX"	normal	GSE81510	GSM2154991	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.085129321	0.163358166	0.190510582	0.086780878	2458	1.599978	1.482299	0.939048	0.944931	19.217693
EXP037451	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"ICI, pBox mutant"	normal	GSE81510	GSM2154992	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.000363871	0	0	0.000256297	96	1.021162	0.760951	0.824004	0.816593	5.186181
EXP037452	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"ICI, DEX, pBox mutant"	normal	GSE81510	GSM2154993	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.025564277	0	0.121319123	0.028632632	730	1.115999	1.032864	0.786467	0.77498	4.163899
EXP037453	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"E2, pBox mutant"	normal	GSE81510	GSM2154994	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.000362275	0	0.14047691	0.000374509	5613	1.030891	0.8660808	0.807202	0.797249	4.645617
EXP037454	streptavidin beads	P04150	GCR_HUMAN	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	NR3C1 GRL	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	"E2, DEX, pBox mutant"	normal	GSE81510	GSM2154995	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.030561445	0.068883592	0.205996814	0.03709402	1192	1.195997	1.104122	0.808477	0.800037	4.739518
EXP037455	streptavidin beads	P23771	GATA3_HUMAN	Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3)	GATA3	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	ICI	normal	GSE81510	GSM2154996	None	28475868	streptavidin beads	GSE81510	GSM2154999	None	0.002849644	0	0.008785844	0.00327722	5363	1.033691	1.104492	0.763248	0.756216	3.952062
EXP037441	anti-T-bet SY4530FB	Q9UL17	None	None	None	Homo sapiens	Th1-cells	anti-CD3/CD28	normal	GSE81881	GSM2176976	None	28187197	input	GSE81881	GSM2176977	None	0.060463088	0.164183687	0.024807066	0.025407786	5059	1.182119	0.4737689	0.761661	0.758471	4.087432
EXP037440	anti-T-bet SY4530FB	Q9UL17	None	None	None	Homo sapiens	Th1-cells	anti-CD3/CD28	normal	GSE81881	GSM2176974	None	28187197	input	GSE81881	GSM2176975	None	0.167046563	0	0.368865566	0.128547009	5131	1.054682	0.08632154	0.840409	0.839659	6.211564
EXP037434	anti-FOXA1 (ab5089) Abcam	P55317	FOXA1_HUMAN	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	FOXA1 HNF3A TCF3A	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	Nonspecific siRNA	normal	GSE81714	GSM2171829; GSM2171830; GSM2171831; GSM2171832	None	27926873	Input siCt	GSE81714	GSM2171863; GSM2171864	None	0.079708791	0	0.028536619	0.028717702	3946	1.366988	2.297415	0.89416	0.916599	13.451443
EXP037433	anti-FOXA1 (ab5089) Abcam	P55317	FOXA1_HUMAN	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	FOXA1 HNF3A TCF3A	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	No treatment	normal	GSE81714	GSM2171833	None	27926873	Input	GSE81714	GSM2171865	None	0.091691575	0	0.108995607	0.091088464	3110	1.538222	2.39121	0.959656	0.969025	37.215427
EXP037435	anti-GRHL2 (HPA004820)  Sigma Aldrich	Q6ISB3	GRHL2_HUMAN	Grainyhead-like protein 2 homolog (Brother of mammalian grainyhead) (Transcription factor CP2-like 3)	GRHL2 BOM TFCP2L3	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	No treatment	normal	GSE81714	GSM2171834; GSM2171835; GSM2171836	None	27926873	Input	GSE81714	GSM2171865	None	0.100466568	0.191607991	0.050484006	0.076674972	2319	1.788374	1.883947	0.895868	0.919266	13.910736
EXP037430	"rabbit anti SOX9 homemade (ref Gasca et al, PNAS 2002, vol 99, 11199-11204)"	Q04887	SOX9_MOUSE	Transcription factor SOX-9	Sox9 Sox-9	Mus musculus	E13.5 fetal testis	None	normal	GSE81488	GSM2154774; GSM2154775	None	None	None	GSE81488	GSM2154776	None	0.000983108	0.037152874	0.018223952	0.010759514	463	1.078418	2.150434	0.625709	0.602592	2.266628
EXP037428	"Rabbit anti-A-MYB (Sigma-Aldrich, HPA008791)"	P51960	MYBA_MOUSE	Myb-related protein A (A-Myb) (Myb-like protein 1)	Mybl1 Amyb	Mus musculus	testis	None	normal	GSE81470	GSM2152926; GSM2152927	None	28292424	None	GSE81470	GSM2152912; GSM2152913; GSM2152914	None	0.00332056	0.020544464	0.001897425	0.013602216	91	1.023656	1.232278	0.934841	0.951539	21.404144
EXP037425	ATF3 (Santa Cruz Cat.No. 188 C-19)	P18847	ATF3_HUMAN	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3)	ATF3	Homo sapiens	dermal fibroblasts	None	normal	GSE81403	GSM2151902	None	28684431	none (Input DNA)	GSE81403	GSM2151903; GSM2151905	None	0	0.001895343	0	3.99E-06	4233	1.010128	0.3904149	0.973444	0.974376	39.267073
EXP037426	ATF3 (SantaCruz Cat.No.188 C-19)	P18847	ATF3_HUMAN	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3)	ATF3	Homo sapiens	dermal fibroblasts	overexpressed ATF3	normal	GSE81403	GSM2151904	None	28684431	none (Input DNA)	GSE81403	GSM2151903; GSM2151905	None	0.012143868	0.029486299	0.158614957	0.013462531	895	1.047099	1.047271	0.970695	0.971524	35.297931
EXP037420	p-CREB Antibody	Q01147	CREB1_MOUSE	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	Creb1 Creb-1	Mus musculus	brown preadipocytes	GR KO	normal	GSE76619	GSM2029181	None	27777311	None	GSE76619	GSM2029193	None	0.067858053	0.19008196	0.02564519	0.019699581	5515	1.444806	1.086236	0.906366	0.931045	15.548003
EXP037414	GR Antibody	P06537	GCR_MOUSE	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Nr3c1 Grl Grl1	Mus musculus	brown preadipocytes	None	normal	GSE76619	GSM2029175	None	27777311	None	GSE76619	GSM2029192	None	0.005203193	0.048307022	0.043224995	0.030711616	584	1.099941	1.419422	0.790063	0.796227	4.829862
EXP037416	C/EBP ? Antibody (C-19)	P53566	CEBPA_MOUSE	CCAAT/enhancer-binding protein alpha (C/EBP alpha)	Cebpa Cebp	Mus musculus	brown preadipocytes	None	normal	GSE76619	GSM2029177	None	27777311	None	GSE76619	GSM2029192	None	0.1875	0.335443103	0.218654625	0.137016213	5201	2.426498	1.031736	0.818539	0.886672	9.94485
EXP037419	p-CREB Antibody	Q01147	CREB1_MOUSE	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	Creb1 Creb-1	Mus musculus	brown preadipocytes	None	normal	GSE76619	GSM2029180	None	27777311	None	GSE76619	GSM2029192	None	0.013550996	0.100165191	0.050732082	0.034665036	5314	1.139653	1.043005	0.877002	0.899198	9.847921
EXP037418	p-CREB Antibody	Q01147	CREB1_MOUSE	Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1)	Creb1 Creb-1	Mus musculus	brown preadipocytes	None	normal	GSE76619	GSM2029179	None	27777311	None	GSE76619	GSM2029191	None	0.01883984	0.112286779	0.006988874	0.040644115	5351	1.210603	1.144121	0.798142	0.814236	5.265444
EXP037411	GR Antibody	P06537	GCR_MOUSE	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Nr3c1 Grl Grl1	Mus musculus	brown preadipocytes	None	normal	GSE76619	GSM2029172	None	27777311	None	GSE76619	GSM2029189	None	0.002006124	0.273140825	0.0197109	0.077905276	5351	1.55274	1.742903	0.651814	0.640172	2.561532
EXP037405	"anti-HoxD13 (in-house, affinity purified)"	P70217	HXD13_MOUSE	Homeobox protein Hox-D13 (Homeobox protein Hox-4.8)	Hoxd13 Hox-4.8	Mus musculus	forelimb bud	None	normal	GSE81356	GSM2151014	None	27974206	-	GSE81356	GSM2151018	None	1.71E-06	3.26E-05	2.63E-06	1.24E-06	2506	1.053309	1.793145	0.920652	0.926831	13.749421
EXP037401	"SC-66882, Santa Cruz Biotechnology"	O08580	ERR1_MOUSE	Steroid hormone receptor ERR1 (Estrogen receptor-like 1) (Estrogen-related receptor alpha) (ERR-alpha) (Nuclear receptor subfamily 3 group B member 1)	Esrra Err1 Estrra Nr3b1	Mus musculus	frontal cortex	None	normal	GSE81122	GSM2143288; GSM2143289	None	28356321	None	GSE81122	GSM2143290	None	0.010191605	0.024193648	0.001583694	0.00388971	1703	1.245062	1.231527	0.873495	0.904802	10.41454
EXP037399	WT1	P19544	WT1_HUMAN	Wilms tumor protein (WT33)	WT1	Homo sapiens	K562 (myelogenous leukemia)	WT1 plusKTS splice isoform	normal	GSE81009	GSM2140608; GSM2140609; GSM2140610	None	27612989	None	GSE81009	GSM2140622; GSM2140623; GSM2140624	None	0.153479089	0	0.03455013	0.009454288	2981	1.142539	1.505334	0.718485	0.727537	3.748128
EXP037394	anti DP1	Q14186	TFDP1_HUMAN	Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1)	TFDP1 DP1	Homo sapiens	U266 (plasma cell myeloma)	None	normal	GSE80661	GSM2132554	None	None	None	GSE80661	GSM2132557; GSM2132558	None	0.005113128	0	0.152374434	0.006347886	4211	1.075639	1.559121	0.884753	0.890562	9.516385
EXP037395	anti E2F1	Q01094	E2F1_HUMAN	Transcription factor E2F1 (E2F-1) (PBR3) (Retinoblastoma-associated protein 1) (RBAP-1) (Retinoblastoma-binding protein 3) (RBBP-3) (pRB-binding protein E2F-1)	E2F1 RBBP3	Homo sapiens	U266 (plasma cell myeloma)	None	normal	GSE80661	GSM2132555	None	None	None	GSE80661	GSM2132557; GSM2132558	None	0.002895563	0	0	0.00806611	3724	1.070671	1.654212	0.879802	0.883723	8.825054
EXP037392	anti DP1	Q14186	TFDP1_HUMAN	Transcription factor Dp-1 (DRTF1-polypeptide 1) (DRTF1) (E2F dimerization partner 1)	TFDP1 DP1	Homo sapiens	MM1.S (plasma cell myeloma)	None	normal	GSE80661	GSM2132551	None	None	None	GSE80661	GSM2132553	None	0.014217057	0.037402366	6.42E-05	0.007088177	4039	1.086126	1.66805	0.851957	0.858313	7.275673
EXP037388	"CTCF (Millipore, 07-729, lot 2517762)"	Q61164	CTCF_MOUSE	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	Ctcf	Mus musculus	G1E-derived erythroid cells	D_Brd2KO	normal	GSE80527	GSM2129859	None	28388437	None	GSE80527	GSM2129858	None	9.85E-05	2.02E-05	0.000115639	9.59E-05	1520	1.549471	3.45682	0.624819	0.612294	2.37318
EXP037364	anti-V5 (Abcam ab15828)	P50481	LHX3_MOUSE	LIM/homeobox protein Lhx3 (LIM homeobox protein 3) (Homeobox protein LIM-3) (Homeobox protein P-LIM)	Lhx3 Lim-3 Lim3 Plim	Mus musculus	embryoid body	+36hrDox(iIsl1.Lhx3.V5.Ebf2.Onecut2)	normal	GSE80321	GSM2412705	None	27939218	None	GSE80321	GSM2412706	None	0.000350634	0.000588408	4.66E-05	1.01E-06	3239	1.178871	1.867468	0.596643	0.580952	2.137986
EXP037382	anti-V5 (Abcam ab15828)	P50481	LHX3_MOUSE	LIM/homeobox protein Lhx3 (LIM homeobox protein 3) (Homeobox protein LIM-3) (Homeobox protein P-LIM)	Lhx3 Lim-3 Lim3 Plim	Mus musculus	embryoid body	+24hrDox(iNgn2.Isl1.Lhx3.V5.Ebf2.Onecut2)	normal	GSE80321	GSM2412702; GSM2412703	None	27939218	None	GSE80321	GSM2412699	None	7.89E-06	2.39E-05	0	2.05E-06	3285	1.12072	1.758083	0.709284	0.724324	3.619945
