tf	species	dataset
H2A-Z	Arabidopsis thaliana	GSE108450.H2A-Z.Col-0_aerial-part_13-16d-brm;GSE108450.H2A-Z.Col-0_aerial-part_12-14d-arp6;GSE108450.H2A-Z.Col-0_aerial-part_12-13d-wt;GSE103361.H2A-Z.Col-0_aerial-part_3w-wt;GSE103361.H2A-Z.Col-0_aerial-part_3w-pkl-1;GSE103361.H2A-Z.Col-0_aerial-part_3w-pie1-5;GSE103361.H2A-Z.Col-0_aerial-part_3w-clf-28;GSE75071.H2A-Z.Col-0_leaves;GSE50942.H2A-Z.Col-0_leaves_3w;GSE96834.H2A-Z.Col-0_seedling_10d-wt;GSE96834.H2A-Z.Col-0_seedling_10d-H3-KD;GSE117391.H2A-Z.Col-0_seedling_6d-wt;GSE117391.H2A-Z.Col-0_seedling_6d-mbd;GSE117391.H2A-Z.Col-0_seedling_6d-arp
H2AK121ub	Arabidopsis thaliana	GSE89357.H2AK121ub.Col-0_seedling_7d-wt;GSE89357.H2AK121ub.Col-0_seedling_7d-lhp1;GSE89357.H2AK121ub.Col-0_seedling_7d-clf-swn;GSE89357.H2AK121ub.Col-0_seedling_7d-atbmi
H2AV	Arabidopsis thaliana	GSE79354.H2AV.Col-0_seedling_12d-37c-4h-exp;GSE79354.H2AV.Col-0_seedling_12d-37c-1h-exp;GSE79354.H2AV.Col-0_seedling_12d-37c-15min-exp;GSE79354.H2AV.Col-0_seedling_12d-27c-4h;GSE79354.H2AV.Col-0_seedling_12d-27c-1h;GSE79354.H2AV.Col-0_seedling_12d-27c-15min;GSE79354.H2AV.Col-0_seedling_12d-17c-4h-exp;GSE79354.H2AV.Col-0_seedling_12d-17c-4h;GSE79354.H2AV.Col-0_seedling_12d-17c-1h-exp;GSE79354.H2AV.Col-0_seedling_12d-17c-1h;GSE79354.H2AV.Col-0_seedling_12d-17c-15min-exp;GSE79354.H2AV.Col-0_seedling_12d-17c-15min
H2B	Arabidopsis thaliana	GSE79354.H2B.Col-0_seedling_12d-27c-4h;GSE79354.H2B.Col-0_seedling_12d-27c-1h;GSE79354.H2B.Col-0_seedling_12d-27c-15min;GSE79354.H2B.Col-0_seedling_12d-17c-4h;GSE79354.H2B.Col-0_seedling_12d-17c-1h;GSE79354.H2B.Col-0_seedling_12d-17c-15min
H3	Arabidopsis thaliana	GSE66585.H3.Col-x-Ler_endosperm_20d-1;GSE68370.H3.Col-0_rosette-leaves_21d-wt-watered;GSE68370.H3.Col-0_rosette-leaves_21d-wt-drought;GSE68370.H3.Col-0_rosette-leaves_21d-mutant-watered;GSE68370.H3.Col-0_rosette-leaves_21d-mutant-drought;GSE22276.H3.Col-0_rosette-leaves;GSE36629.H3.Col-0_old-leaves_4w;GSE36629.H3.Col-0_meristem-young-leaves_4w;GSE106942.H3.Col-0_flower_5w-mutant;GSE103924.H3.Col-0_aerial-part_6d-wt;GSE103924.H3.Col-0_aerial-part_6d-caa39;GSE103361.H3.Col-0_aerial-part_3w-wt;GSE103361.H3.Col-0_aerial-part_3w-pie1-5;GSE103361.H3.Col-0_aerial-part_3w-pkl-1;GSE103361.H3.Col-0_aerial-part_3w-clf-28;GSE100011.H3.Col-0_endosperm_4d-wt-x-wt;GSE96834.H3.Col-0_seedling_10d-H3-KD;GSE37644.H3.Col-0_seedling_3w-wt;GSE37644.H3.Col-0_seedling_3w-crt1;GSE37644.H3.Col-0_seedling_3w-crh6;GSE124414.H3.Col-0_seedling_18d-wt;GSE124414.H3.Col-0_seedling_18d-hdc1;GSE124414.H3.Col-0_seedling_18d-hda6;GSE124414.H3.Col-0_seedling_18d-hda19;GSE114009.H3.Col-0_seedling_10-12d-wt;GSE114009.H3.Col-0_seedling_10-12d-suvh56;GSE114009.H3.Col-0_seedling_10-12d-suvh5;GSE114009.H3.Col-0_seedling_10-12d-kyp-suvh5-suvh6;GSE114009.H3.Col-0_seedling_10-12d-kyp;GSE79354.H3.Col-0_seedling_12d-27c-4h;GSE79354.H3.Col-0_seedling_12d-27c-1h;GSE79354.H3.Col-0_seedling_12d-17c-4h;GSE79354.H3.Col-0_seedling_12d-27c-15min;GSE79354.H3.Col-0_seedling_12d-17c-1h;GSE79354.H3.Col-0_seedling_12d-17c-15min;GSE66585.H3.Col-x-Ler_endosperm_20d-2;GSE66585.H3.Ler-x-Col_endosperm_20d-1;GSE66585.H3.Ler-x-Col_endosperm_20d-2;GSE85279.H3.Col-0_leaves-apical-meristem_5w-16c;GSE85279.H3.Col-0_leaves-apical-meristem_5w-25c
H3-1	Arabidopsis thaliana	GSE36629.H3-1.Col-0_old-leaves_4w;GSE36629.H3-1.Col-0_meristem-young-leaves_4w;GSE93223.H3-1.Col-0_leaves_3w-A31T;GSE34840.H3-1.Col-0_seedling_10d
H3-3	Arabidopsis thaliana	GSE36629.H3-3.Col-0_old-leaves_4w;GSE36629.H3-3.Col-0_meristem-young-leaves_4w;GSE93223.H3-3.Col-0_leaves_3w-T31A;GSE93223.H3-3.Col-0_leaves_3w-swap;GSE87917.H3-3.Col-0_whole-plant_2w-wt;GSE34840.H3-3.Col-0_seedling_10d
H3K14ac	Arabidopsis thaliana	GSE89768.H3K14ac.Col-0_seedling_10d-wt;GSE89768.H3K14ac.Col-0_seedling_10d-pwr2;GSE89768.H3K14ac.Col-0_seedling_10d-hdac;GSE79524.H3K14ac.Col-0_seedling_12d-wt;GSE79524.H3K14ac.Col-0_seedling_12d-acc1;GSE77394.H3K14ac.Col-0_seedling_3d-wt-ehylene;GSE77394.H3K14ac.Col-0_seedling_3d-wt-air;GSE77394.H3K14ac.Col-0_seedling_3d-ein2-ehylene;GSE77394.H3K14ac.Col-0_seedling_3d-ein2-air
H3K18ac	Arabidopsis thaliana	GSE79524.H3K18ac.Col-0_seedling_12d-acc1;GSE79524.H3K18ac.Col-0_seedling_12d-wt
H3K23ac	Arabidopsis thaliana	GSE77394.H3K23ac.Col-0_seedling_3d-wt-ehylene;GSE77394.H3K23ac.Col-0_seedling_3d-wt-air;GSE77394.H3K23ac.Col-0_seedling_3d-ein2-ehylene;GSE77394.H3K23ac.Col-0_seedling_3d-ein2-air
H3K27ac	Arabidopsis thaliana	GSE79524.H3K27ac.Col-0_seedling_12d-acc1;GSE79524.H3K27ac.Col-0_seedling_12d-wt;GSE79524.H3K27ac.Col-0_seedling_12d-2xmutant-mock;GSE79524.H3K27ac.Col-0_seedling_12d-2xmutant-induced;GSE80056.H3K27ac.Col-0_mature-early-senescent-leaves_hda9;GSE80056.H3K27ac.Col-0_mature-early-senescent-leaves_pwr;GSE80056.H3K27ac.Col-0_mature-early-senescent-leaves_wt
H3K27me1	Arabidopsis thaliana	GSE54894.H3K27me1.Col-0_rosette-leaves;GSE66585.H3K27me1.Col-0_leaves_20d;GSE66585.H3K27me1.Col-x-Ler_endosperm_20d;GSE66585.H3K27me1.Ler-x-Col_endosperm_20d-2
H3K27me3	Arabidopsis thaliana	GSE62615.H3K27me3.Col-x-C24_seedling_14d-clf;GSE62615.H3K27me3.Col-x-C24_seedling_14d-wt;GSE50636.H3K27me3.Col-0_rosette-leaves;GSE106942.H3K27me3.Col-0_flower_5w-wt;GSE106942.H3K27me3.Col-0_flower_5w-mutant;GSE67322.H3K27me3.Col-0_aerial-part_2w-wt;GSE67322.H3K27me3.Col-0_aerial-part_2w-tfl;GSE67322.H3K27me3.Col-0_aerial-part_2w-lhp;GSE67322.H3K27me3.Col-0_aerial-part_2w-clf;GSE67322.H3K27me3.Col-0_aerial-part_2w-atring;GSE67322.H3K27me3.Col-0_aerial-part_2w-atbmi;GSE103924.H3K27me3.Col-0_aerial-part_6d-wt;GSE103924.H3K27me3.Col-0_aerial-part_6d-caa39;GSE103361.H3K27me3.Col-0_aerial-part_3w-wt;GSE103361.H3K27me3.Col-0_aerial-part_3w-pkl-1;GSE103361.H3K27me3.Col-0_aerial-part_3w-clf-28;GSE103361.H3K27me3.Col-0_aerial-part_3w-pie1-5;GSE86429.H3K27me3.Col-0_roots_5d-wt;GSE86429.H3K27me3.Col-0_roots_5d-mutant;GSE81407.H3K27me3.Col-0_roots_14d-wt;GSE81407.H3K27me3.Col-0_roots_14d-OTU5;GSE75071.H3K27me3.Col-0_leaves;GSE66585.H3K27me3.Col-0_leaves_20d;GSE84483.H3K27me3.Col-0_whole-plant_30h;GSE79738.H3K27me3.C24_seedling_10d-wt;GSE79738.H3K27me3.C24_seedling_10d-fen1;GSE62615.H3K27me3.C24_seedling_14d-wt;GSE79259.H3K27me3.C24_seedling_10d-pold2;GSE62615.H3K27me3.C24_seedling_14d-clf;GSE89357.H3K27me3.Col-0_seedling_7d-wt;GSE89357.H3K27me3.Col-0_seedling_7d-clf-swn;GSE89357.H3K27me3.Col-0_seedling_7d-atbmi;GSE79524.H3K27me3.Col-0_seedling_12d-wt;GSE79524.H3K27me3.Col-0_seedling_12d-acc1;GSE62615.H3K27me3.Col-0_seedling_14d-wt;GSE62615.H3K27me3.Col-0_seedling_14d-clf;GSE53620.H3K27me3.Col-0_seedling_14d-wt;GSE53620.H3K27me3.Col-0_seedling_14d-clf;GSE53620.H3K27me3.Col-0_seedling_14d-brm-clf;GSE53620.H3K27me3.Col-0_seedling_14d-brm;GSE47202.H3K27me3.Col-0_seedling_14d-wt;GSE47202.H3K27me3.Col-0_seedling_14d-brm;GSE42695.H3K27me3.Col-0_seedling_14d;GSE25446.H3K27me3.Col-0_seedling_10d-wt;GSE25446.H3K27me3.Col-0_seedling_10d-ref6;GSE101220.H3K27me3.Col-0_seedling_10d-wt;GSE101220.H3K27me3.Col-0_seedling_10d-h3-1kd-2;GSE101220.H3K27me3.Col-0_seedling_10d-h3-1kd-1;GSE108960.H3K27me3.Col-0_seedling_10d-wt;GSE108960.H3K27me3.Col-0_seedling_10d-swn;GSE108960.H3K27me3.Col-0_seedling_10d-clf;GSE66585.H3K27me3.Col-x-Ler_endosperm_20d;GSE71564.H3K27me3.Ler_partial-inflorescence_10d-mutant;GSE71564.H3K27me3.Ler_partial-inflorescence_10d-mutant-Dex;GSE71564.H3K27me3.Ler_whole-inflorescence_10d-wt;GSE71564.H3K27me3.Ler_rosette-leaves_10d-wt
H3K36ac	Arabidopsis thaliana	GSE74841.H3K36ac.Col-0_leaves_35d-sdg8-Xchip;GSE74841.H3K36ac.Col-0_leaves_35d-wt-Xchip
H3K36me3	Arabidopsis thaliana	GSE92449.H3K36me3.Col-0_leaves_3w-wt;GSE92449.H3K36me3.Col-0_leaves_3w-transgenic-H3;GSE92449.H3K36me3.Col-0_leaves_3w-sdg8-homoz;GSE92449.H3K36me3.Col-0_leaves_3w-K36M-homoz;GSE92449.H3K36me3.Col-0_leaves_3w-K36M-heteroz;GSE75071.H3K36me3.Col-0_leaves;GSE96834.H3K36me3.Col-0_seedling_10d-wt;GSE96834.H3K36me3.Col-0_seedling_10d-H3-KD;GSE85279.H3K36me3.Col-0_leaves-apical-meristem_5w-16c;GSE85279.H3K36me3.Col-0_leaves-apical-meristem_5w-25c;GSE74841.H3K36me3.Ws_leaves_35d-gcn5-Xchip;GSE74841.H3K36me3.Ws_leaves_35d-wt-Xchip
H3K4me1	Arabidopsis thaliana	GSE68370.H3K4me1.Col-0_rosette-leaves_21d-wt-watered;GSE68370.H3K4me1.Col-0_rosette-leaves_21d-wt-drought;GSE68370.H3K4me1.Col-0_rosette-leaves_21d-mutant-watered;GSE68370.H3K4me1.Col-0_rosette-leaves_21d-mutant-drought
H3K4me3	Arabidopsis thaliana	GSE68370.H3K4me3.Col-0_rosette-leaves_21d-wt-watered;GSE68370.H3K4me3.Col-0_rosette-leaves_21d-wt-drought;GSE68370.H3K4me3.Col-0_rosette-leaves_21d-mutant-watered;GSE68370.H3K4me3.Col-0_rosette-leaves_21d-mutant-drought;GSE67776.H3K4me3.Col-0_rosette-leaves_42d;GSE67776.H3K4me3.Col-0_rosette-leaves_57d;GSE67776.H3K4me3.Col-0_rosette-leaves_35d;GSE67776.H3K4me3.Col-0_rosette-leaves_29d;GSE50636.H3K4me3.Col-0_rosette-leaves;GSE22276.H3K4me3.Col-0_rosette-leaves;GSE86429.H3K4me3.Col-0_roots_5d-wt;GSE86429.H3K4me3.Col-0_roots_5d-mutant-trimmed;GSE86429.H3K4me3.Col-0_roots_5d-mutant;GSE81407.H3K4me3.Col-0_roots_14d-wt;GSE81407.H3K4me3.Col-0_roots_14d-OTU5;GSE75071.H3K4me3.Col-0_leaves;GSE79738.H3K4me3.C24_seedling_10d-wt;GSE79738.H3K4me3.C24_seedling_10d-fen1;GSE79259.H3K4me3.C24_seedling_10d-wt;GSE79259.H3K4me3.C24_seedling_10d-pold2;GSE96834.H3K4me3.Col-0_seedling_10d-wt;GSE96834.H3K4me3.Col-0_seedling_10d-H3-KD;GSE71564.H3K4me3.Ler_partial-inflorescence_10d-mutant;GSE71564.H3K4me3.Ler_partial-inflorescence_10d-mutant-Dex;GSE71564.H3K4me3.Ler_whole-inflorescence_10d-wt;GSE71564.H3K4me3.Ler_rosette-leaves_10d-wt
H3K56ac	Arabidopsis thaliana	GSE75071.H3K56ac.Col-0_leaves
H3K9-14ac	Arabidopsis thaliana	GSE82075.H3K9-14ac.Col-0_seedling_7d-water-6h;GSE82075.H3K9-14ac.Col-0_seedling_7d-water-3h;GSE82075.H3K9-14ac.Col-0_seedling_7d-TSA-6h;GSE82075.H3K9-14ac.Col-0_seedling_7d-TSA-3h;GSE82075.H3K9-14ac.Col-0_seedling_7d-GSNO-cPTIO-6h;GSE82075.H3K9-14ac.Col-0_seedling_7d-GSNO-cPTIO-3h;GSE82075.H3K9-14ac.Col-0_seedling_7d-GSNO-6h;GSE82075.H3K9-14ac.Col-0_seedling_7d-GSNO-3h;GSE82075.H3K9-14ac.Col-0_seedling_7d-GSH-6h;GSE82075.H3K9-14ac.Col-0_seedling_7d-GSH-3h
H3K9ac	Arabidopsis thaliana	GSE67776.H3K9ac.Col-0_rosette-leaves_34d;GSE67776.H3K9ac.Col-0_rosette-leaves_42d;GSE67776.H3K9ac.Col-0_rosette-leaves_30d;GSE22276.H3K9ac.Col-0_rosette-leaves;GSE99936.H3K9ac.Col-0_seedling_14d-mock;GSE99936.H3K9ac.Col-0_seedling_14d-flg22;GSE93875.H3K9ac.Col-0_seedling_3d-air;GSE93875.H3K9ac.Col-0_seedling_3d-C2H4;GSE89768.H3K9ac.Col-0_seedling_10d-pwr2;GSE89768.H3K9ac.Col-0_seedling_10d-wt;GSE89768.H3K9ac.Col-0_seedling_10d-hdac;GSE79524.H3K9ac.Col-0_seedling_12d-wt;GSE79524.H3K9ac.Col-0_seedling_12d-acc1;GSE77394.H3K9ac.Col-0_seedling_3d-wt-ehylene
H3K9me2	Arabidopsis thaliana	GSE103924.H3K9me2.Col-0_aerial-part_6d-wt;GSE103924.H3K9me2.Col-0_aerial-part_6d-caa39;GSE100011.H3K9me2.Col-0_endosperm_4d-wt-x-wt;GSE79259.H3K9me2.C24_seedling_10d-wt;GSE79259.H3K9me2.C24_seedling_10d-pold2;GSE37644.H3K9me2.Col-0_seedling_3w-wt;GSE37644.H3K9me2.Col-0_seedling_3w-crt1;GSE37644.H3K9me2.Col-0_seedling_3w-crh6;GSE111811.H3K9me2.Col-0_seedling_10d-wt;GSE111811.H3K9me2.Col-0_seedling_10d-se-2-atxr;GSE111811.H3K9me2.Col-0_seedling_10d-se-2;GSE111811.H3K9me2.Col-0_seedling_10d-atxr;GSE108414.H3K9me2.Col-0_seedling_12-14d-wt;GSE108414.H3K9me2.Col-0_seedling_12-14d-suvh1-3;GSE66585.H3K9me2.Col-x-Ler_endosperm_20d;GSE66585.H3K9me2.Ler-x-Col_endosperm_20d
H3T3ph	Arabidopsis thaliana	GSE68370.H3T3ph.Col-0_rosette-leaves_21d-wt-watered;GSE68370.H3T3ph.Col-0_rosette-leaves_21d-mutant-drought;GSE68370.H3T3ph.Col-0_rosette-leaves_21d-wt-drought;GSE68370.H3T3ph.Col-0_rosette-leaves_21d-mutant-watered
H3ac	Arabidopsis thaliana	GSE100965.H3ac.Col-0_roots_7d-wt;GSE100965.H3ac.Col-0_roots_7d-hag1;GSE101570.H3ac.Col-0_leaves_4w-wt-INA;GSE101570.H3ac.Col-0_leaves_4w-wt;GSE101570.H3ac.Col-0_leaves_4w-npr1-1-INA;GSE101570.H3ac.Col-0_leaves_4w-npr1-1;GSE101570.H3ac.Col-0_leaves_4w-hac1-5;GSE101570.H3ac.Col-0_leaves_4w-hac1-5-INA
H4K12ac	Arabidopsis thaliana	GSE79524.H4K12ac.Col-0_seedling_12d-wt;GSE79524.H4K12ac.Col-0_seedling_12d-acc1
H4K16ac	Arabidopsis thaliana	GSE79524.H4K16ac.Col-0_seedling_12d-wt;GSE79524.H4K16ac.Col-0_seedling_12d-acc1
H4K5ac	Arabidopsis thaliana	GSE79524.H4K5ac.Col-0_seedling_12d-wt;GSE79524.H4K5ac.Col-0_seedling_12d-acc1;GSE116065.H4K5ac.undef_seedling_10d-arid;GSE116065.H4K5ac.undef_seedling_10d-epcr;GSE116065.H4K5ac.undef_seedling_10d-wt
H4K8ac	Arabidopsis thaliana	GSE79524.H4K8ac.Col-0_seedling_12d-wt;GSE79524.H4K8ac.Col-0_seedling_12d-acc1
H4ac	Arabidopsis thaliana	GSE117391.H4ac.Col-0_seedling_6d-wt;GSE117391.H4ac.Col-0_seedling_6d-mbd;GSE117391.H4ac.Col-0_seedling_6d-arp
HAT2	Arabidopsis thaliana	GSE60141.HAT2.Col-0_leaves_ecoli_col
HAT22	Arabidopsis thaliana	GSE80564.HAT22.Col-0_seedling_3d-ABA;GSE80564.HAT22.Col-0_seedling_3d-EtOH
HAT3	Arabidopsis thaliana	GSE65876.HAT3.Col-0_whole-plant_10d
HAT5	Arabidopsis thaliana	GSE60141.HAT5.Col-0_leaves_tnt_col
HB-5	Arabidopsis thaliana	GSE60141.HB-5.Col-0_leaves_tnt_col
HDG1	Arabidopsis thaliana	GSE60141.HDG1.Col-0_leaves_tnt_col
HEC1	Arabidopsis thaliana	GSE94307.HEC1.Col-0_seedling_12d
HHO2	Arabidopsis thaliana	GSE60141.HHO2.Col-0_leaves_tnt_col;GSE60141.HHO2.Col-0_leaves_tnt_colamp
HHO3	Arabidopsis thaliana	GSE60141.HHO3.Col-0_leaves_tnt_col;GSE60141.HHO3.Col-0_leaves_tnt_colamp
HHO5	Arabidopsis thaliana	GSE60141.HHO5.Col-0_leaves_tnt_col;GSE60141.HHO5.Col-0_leaves_tnt_colamp
HHO6	Arabidopsis thaliana	GSE60141.HHO6.Col-0_leaves_tnt_col;GSE60141.HHO6.Col-0_leaves_tnt_colamp
HSFA1A	Arabidopsis thaliana	GSE79354.HSFA1A.Col-0_seedling_12d-15min-17c;GSE79354.HSFA1A.Col-0_seedling_12d-15min-27c;GSE79354.HSFA1A.Col-0_seedling_12d-15min-37c
HSFA1B	Arabidopsis thaliana	GSE60141.HSFA1B.Col-0_leaves_tnt_col;GSE60141.HSFA1B.Col-0_leaves_tnt_colamp;GSE85651.HSFA1B.Col-0_leaves_5w-mutant-HS;GSE85651.HSFA1B.Col-0_leaves_5w-mutant-NS;GSE85651.HSFA1B.Col-0_leaves_5w-wt-HS;GSE85651.HSFA1B.Col-0_leaves_5w-wt-NS
HSFA6A	Arabidopsis thaliana	GSE80564.HSFA6A.Col-0_seedling_3d-ABA;GSE80564.HSFA6A.Col-0_seedling_3d-EtOH;GSE60141.HSFA6A.Col-0_leaves_tnt_colamp
HSFA6B	Arabidopsis thaliana	GSE60141.HSFA6B.Col-0_leaves_tnt_col
HSFB2A	Arabidopsis thaliana	GSE60141.HSFB2A.Col-0_leaves_tnt_col
HSFB2B	Arabidopsis thaliana	GSE60141.HSFB2B.Col-0_leaves_tnt_col;GSE60141.HSFB2B.Col-0_leaves_tnt_colamp
HSFB4	Arabidopsis thaliana	GSE60141.HSFB4.Col-0_leaves_tnt_col
HSFC1	Arabidopsis thaliana	GSE60141.HSFC1.Col-0_leaves_tnt_col
HTA6	Arabidopsis thaliana	GSE95557.HTA6.Col-0_leaves_2-3w
HTR12	Arabidopsis thaliana	GSE88907.HTR12.Col-0_seedling_7-10d-Zm;GSE88907.HTR12.Col-0_seedling_7-10d-Lo;GSE88907.HTR12.Col-0_seedling_7-10d-At
HY5	Arabidopsis thaliana	GSE117797.HY5.Ws_whole-plant_10d-blue-light;GSE117797.HY5.Ws_whole-plant_10d-red-light;GSE60141.HY5.Col-0_leaves_tnt_colamp
IDD4	Arabidopsis thaliana	GSE60141.IDD4.Col-0_leaves_tnt_col
JKD	Arabidopsis thaliana	GSE60141.JKD.Col-0_leaves_tnt_col
JUB1	Arabidopsis thaliana	GSE60141.JUB1.Col-0_leaves_tnt_col
KAN1	Arabidopsis thaliana	GSE48081.KAN1.Col-0_seedling_10d-rep1
KAN2	Arabidopsis thaliana	GSE60141.KAN2.Col-0_leaves_tnt_col
KUA1	Arabidopsis thaliana	GSE60141.KUA1.Col-0_leaves_tnt_col
LBD13	Arabidopsis thaliana	GSE60141.LBD13.Col-0_leaves_tnt_col;GSE60141.LBD13.Col-0_leaves_tnt_colamp
LBD16	Arabidopsis thaliana	GSE60141.LBD16.Col-0_leaves_tnt_colamp
LBD18	Arabidopsis thaliana	GSE60141.LBD18.Col-0_leaves_tnt_col;GSE60141.LBD18.Col-0_leaves_tnt_colamp
LBD19	Arabidopsis thaliana	GSE60141.LBD19.Col-0_leaves_tnt_col
LBD23	Arabidopsis thaliana	GSE60141.LBD23.Col-0_leaves_tnt_col
LDL1	Arabidopsis thaliana	GSE118025.LDL1.Col-0_seedling_14d
LEP	Arabidopsis thaliana	GSE60141.LEP.Col-0_leaves_tnt_col
LFY	Arabidopsis thaliana	GSE24568.LFY.Col-0_seedling_15d;GSE64245.LFY.Col-0_seedling_15d-LFY
LFY-TERE	Arabidopsis thaliana	GSE64245.LFY-TERE.Col-0_seedling_15d-LFY-TERE
LHY	Arabidopsis thaliana	GSE60141.LHY.Col-0_leaves_tnt_col;GSE52175.LHY.Ws_seedling_2w-mutant;GSE52175.LHY.Ws_seedling_2w-wt
LOB	Arabidopsis thaliana	GSE60141.LOB.Col-0_leaves_tnt_col
MAF1	Arabidopsis thaliana	GSE48082.MAF1.Col-0_seedling_10d-FLMbeta;GSE48082.MAF1.Col-0_seedling_10d-genomicFLM
MBD7	Arabidopsis thaliana	GSE58789.MBD7.Col-0_seedling_14d-wt
MYB101	Arabidopsis thaliana	GSE60141.MYB101.Col-0_leaves_tnt_col
MYB107	Arabidopsis thaliana	GSE60141.MYB107.Col-0_leaves_tnt_col
MYB108	Arabidopsis thaliana	GSE60141.MYB108.Col-0_leaves_tnt_col
MYB118	Arabidopsis thaliana	GSE60141.MYB118.Col-0_leaves_tnt_colamp
MYB27	Arabidopsis thaliana	GSE60141.MYB27.Col-0_leaves_tnt_col
MYB3	Arabidopsis thaliana	GSE80564.MYB3.Col-0_seedling_3d-ABA;GSE80564.MYB3.Col-0_seedling_3d-EtOH
MYB33	Arabidopsis thaliana	GSE60141.MYB33.Col-0_leaves_tnt_col
MYB3R-3	Arabidopsis thaliana	GSE60554.MYB3R-3.Col-0_seedling_9d
MYB3R4	Arabidopsis thaliana	GSE60141.MYB3R4.Col-0_leaves_tnt_col
MYB3R5	Arabidopsis thaliana	GSE60141.MYB3R5.Col-0_leaves_tnt_col
MYB44	Arabidopsis thaliana	GSE80564.MYB44.Col-0_seedling_3d-ABA;GSE80564.MYB44.Col-0_seedling_3d-EtOH;GSE60141.MYB44.Col-0_leaves_tnt_col
MYB49	Arabidopsis thaliana	GSE60141.MYB49.Col-0_leaves_tnt_col
MYB56	Arabidopsis thaliana	GSE60141.MYB56.Col-0_leaves_tnt_col
MYB57	Arabidopsis thaliana	GSE60141.MYB57.Col-0_leaves_tnt_col
MYB58	Arabidopsis thaliana	GSE60141.MYB58.Col-0_leaves_tnt_col
MYB61	Arabidopsis thaliana	GSE60141.MYB61.Col-0_leaves_tnt_col
MYB73	Arabidopsis thaliana	GSE60141.MYB73.Col-0_leaves_tnt_col
MYB83	Arabidopsis thaliana	GSE60141.MYB83.Col-0_leaves_tnt_col
MYB88	Arabidopsis thaliana	GSE60141.MYB88.Col-0_leaves_tnt_col
MYB96	Arabidopsis thaliana	GSE60141.MYB96.Col-0_leaves_tnt_col
MYB98	Arabidopsis thaliana	GSE60141.MYB98.Col-0_leaves_tnt_col
MYB99	Arabidopsis thaliana	GSE60141.MYB99.Col-0_leaves_tnt_colamp
MYR2	Arabidopsis thaliana	GSE60141.MYR2.Col-0_leaves_tnt_col;GSE60141.MYR2.Col-0_leaves_tnt_colamp
NAC002	Arabidopsis thaliana	GSE60141.NAC002.Col-0_leaves_tnt_colamp
NAC004	Arabidopsis thaliana	GSE60141.NAC004.Col-0_leaves_tnt_col
NAC007	Arabidopsis thaliana	GSE60141.NAC007.Col-0_leaves_tnt_col
NAC010	Arabidopsis thaliana	GSE60141.NAC010.Col-0_leaves_tnt_col
NAC017	Arabidopsis thaliana	GSE60141.NAC017.Col-0_leaves_tnt_col
NAC029	Arabidopsis thaliana	GSE60141.NAC029.Col-0_leaves_tnt_col;GSE60141.NAC029.Col-0_leaves_tnt_colamp
NAC031	Arabidopsis thaliana	GSE60141.NAC031.Col-0_leaves_tnt_col
NAC032	Arabidopsis thaliana	GSE80564.NAC032.Col-0_seedling_3d-ABA;GSE80564.NAC032.Col-0_seedling_3d-EtOH
NAC035	Arabidopsis thaliana	GSE60141.NAC035.Col-0_leaves_tnt_col
NAC037	Arabidopsis thaliana	GSE60141.NAC037.Col-0_leaves_tnt_col
NAC045	Arabidopsis thaliana	GSE60141.NAC045.Col-0_leaves_tnt_col
NAC053	Arabidopsis thaliana	GSE60141.NAC053.Col-0_leaves_tnt_col;GSE60141.NAC053.Col-0_leaves_tnt_colamp
NAC062	Arabidopsis thaliana	GSE60141.NAC062.Col-0_leaves_tnt_col
NAC078	Arabidopsis thaliana	GSE60141.NAC078.Col-0_leaves_tnt_col;GSE60141.NAC078.Col-0_leaves_tnt_colamp
NAC101	Arabidopsis thaliana	GSE60141.NAC101.Col-0_leaves_tnt_col;GSE60141.NAC101.Col-0_leaves_tnt_colamp
NAC105	Arabidopsis thaliana	GSE60141.NAC105.Col-0_leaves_tnt_col;GSE60141.NAC105.Col-0_leaves_tnt_colamp
NAC68	Arabidopsis thaliana	GSE60141.NAC68.Col-0_leaves_tnt_col
NAC69	Arabidopsis thaliana	GSE60141.NAC69.Col-0_leaves_tnt_col
NAC92	Arabidopsis thaliana	GSE60141.NAC92.Col-0_leaves_tnt_col
NFYB2	Arabidopsis thaliana	GSE80564.NFYB2.Col-0_seedling_3d-ABA;GSE80564.NFYB2.Col-0_seedling_3d-EtOH
NFYB9	Arabidopsis thaliana	GSE99587.NFYB9.Ws-0_seeds-bent-cotyledon-stage
NFYC2	Arabidopsis thaliana	GSE80564.NFYC2.Col-0_seedling_3d-ABA;GSE80564.NFYC2.Col-0_seedling_3d-EtOH
NGA4	Arabidopsis thaliana	GSE60141.NGA4.Col-0_leaves_tnt_col
NTL8	Arabidopsis thaliana	GSE60141.NTL8.Col-0_leaves_tnt_col
PC-MYB1	Arabidopsis thaliana	GSE60141.PC-MYB1.Col-0_leaves_tnt_col;GSE60141.PC-MYB1.Col-0_leaves_tnt_colamp
PDF2	Arabidopsis thaliana	GSE60141.PDF2.Col-0_leaves_tnt_col
PHL1	Arabidopsis thaliana	GSE60141.PHL1.Col-0_leaves_tnt_col
PHL11	Arabidopsis thaliana	GSE60141.PHL11.Col-0_leaves_tnt_col
PHL12	Arabidopsis thaliana	GSE60141.PHL12.Col-0_leaves_tnt_colamp
PHL7	Arabidopsis thaliana	GSE60141.PHL7.Col-0_leaves_tnt_col
